0.000000000000000000e+00,0.000000000000000000e+00
1.318792407805105649e+00,5.600505586262599422e+00
1.304614026497935564e+00,2.512974039822066885e+01
1.273782115645295532e+00,4.534763057765479033e+01
1.297120933036977286e+00,6.536547127631018839e+01
1.171739951216503872e+00,7.318912295411368518e+01
1.729933631009043848e+00,8.188906345864043601e+01
-1.237044867195159936e+00,9.008580069682477642e+01
-9.317500555515580984e+00,9.527853896177495585e+01
-1.741554491781233693e+01,9.516413681062590513e+01
-2.438051058726751208e+01,9.516651369663762239e+01
-3.265704815572008357e+01,9.525245431811447361e+01
-3.947824830177770394e+01,9.505269201893614195e+01
-4.511162898658039211e+01,9.165258407531587181e+01
-4.855685029507586847e+01,8.545888961784132221e+01
-4.857505676127727412e+01,7.545292662797291428e+01
-4.880292161404495488e+01,6.768179863180574785e+01
-4.636019005795825620e+01,6.147068386065681267e+01
-4.362095902205062004e+01,6.006006006006006004e+01
-4.056089286476044009e+01,6.193122538372504238e+01
-3.834103507675028055e+01,6.678050056486176800e+01
-3.883710830580161399e+01,7.314565465825970136e+01
-3.532118908349796271e+01,8.346567822425961936e+01
-2.942724433071673218e+01,8.612113038832879397e+01
-2.228696693583970045e+01,8.314983956630445050e+01
-1.636190773920755603e+01,7.825551964563501883e+01
-1.108415153828473265e+01,7.145885381179499518e+01
-8.234905734257896626e+00,6.587743052634093033e+01
-7.092012004230192623e+00,6.077747024905549011e+01
-7.657595314695597288e+00,5.692598615259205275e+01
-9.798200607024131870e+00,5.387303188186253777e+01
-1.413150868482560440e+01,4.955240303481294717e+01
-1.966457722239660200e+01,4.341702477295697804e+01
-2.203589060449645842e+01,3.812233092962333814e+01
-2.472456614073612968e+01,3.386098980743618370e+01
-2.867892782945257579e+01,3.002173842509977675e+01
-3.286608477072327616e+01,2.576377015915543822e+01
-3.672315164524933095e+01,2.181538365842596860e+01
-4.083400875963715748e+01,1.770978050710283114e+01
-4.562885239712137775e+01,1.337487812348943450e+01
-4.822935475670963967e+01,1.063970556920279265e+01
-4.883607148928475539e+01,8.020529940484365738e+00
-4.850086399386735536e+01,2.334144835213062930e+00
-4.873570661582451891e+01,-3.999578148559774338e+00
-4.767602880213011929e+01,-7.649952636421798680e+00
-4.524432498648616274e+01,-1.112241812284540998e+01
-4.208380442063067051e+01,-1.373056170093629014e+01
-3.748528042872432309e+01,-1.524539270586842044e+01
-3.206394573329011877e+01,-1.513366989794849005e+01
-2.594250222683755069e+01,-1.504856638028550897e+01
-2.100133833095740599e+01,-1.513788596825201260e+01
-1.445113707195853081e+01,-1.406166375543957159e+01
-1.035075556486544102e+01,-1.213846968013041305e+01
-6.010193153883230721e+00,-8.644905511448740754e+00
-2.587823193873985073e+00,-4.778255782386249706e+00
